tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt5726616,Call Me by Your Name,2017,132,"Drama,Romance",7.9
tt7653254,Marriage Story,2019,137,"Drama,Romance",7.9
tt8075192,Shoplifters,2018,121,"Crime,Drama",7.9
tt8946378,Knives Out,2019,130,"Comedy,Crime,Drama",7.9
tt0029947,Bringing Up Baby,1938,102,Comedy,7.8
tt0036342,Shadow of a Doubt,1943,108,"Film-Noir,Thriller",7.8
tt0043456,The Day the Earth Stood Still,1951,92,"Drama,Sci-Fi",7.8
tt0058331,Mary Poppins,1964,139,"Comedy,Family,Fantasy",7.8
tt0058385,My Fair Lady,1964,170,"Drama,Family,Musical",7.8
tt0061418,Bonnie and Clyde,1967,111,"Action,Biography,Crime",7.8
tt0063350,Night of the Living Dead,1968,96,"Horror,Thriller",7.8
tt0064665,Midnight Cowboy,1969,113,Drama,7.8
tt0067992,Willy Wonka & the Chocolate Factory,1971,100,"Family,Fantasy,Musical",7.8
tt0069762,Badlands,1973,94,"Action,Crime,Drama",7.8
tt0071360,The Conversation,1974,113,"Drama,Mystery,Thriller",7.8
tt0075029,The Outlaw Josey Wales,1976,135,Western,7.8
tt0079417,Kramer vs. Kramer,1979,105,Drama,7.8
tt0085794,The King of Comedy,1982,109,"Comedy,Crime,Drama",7.8
tt0086197,The Right Stuff,1983,193,"Adventure,Biography,Drama",7.8
tt0087332,Ghostbusters,1984,105,"Action,Comedy,Fantasy",7.8
tt0088847,The Breakfast Club,1985,97,"Comedy,Drama",7.8
tt0091042,Ferris Bueller's Day Off,1986,103,Comedy,7.8
tt0093773,Predator,1987,107,"Action,Adventure,Horror",7.8
tt0095647,Mississippi Burning,1988,128,"Crime,Drama,History",7.8
tt0097441,Glory,1989,122,"Biography,Drama,History",7.8
tt0097814,Kiki's Delivery Service,1989,103,"Animation,Family,Fantasy",7.8
tt0099077,Awakenings,1990,121,"Biography,Drama",7.8
tt0100157,Misery,1990,107,"Drama,Thriller",7.8
tt0101507,Boyz n the Hood,1991,112,"Crime,Drama",7.8
tt0106489,A Bronx Tale,1993,121,"Crime,Drama",7.8
tt0106977,The Fugitive,1993,130,"Action,Crime,Drama",7.8
tt0107943,The Remains of the Day,1993,134,"Drama,Romance",7.8
tt0108037,The Sandlot,1993,101,"Comedy,Drama,Family",7.8
tt0108358,Tombstone,1993,130,"Action,Biography,Drama",7.8
tt0108550,What's Eating Gilbert Grape,1993,118,Drama,7.8
tt0115751,Breaking the Waves,1996,159,Drama,7.8
tt0119174,The Game,1997,129,"Drama,Mystery,Thriller",7.8
tt0119177,Gattaca,1997,106,"Drama,Sci-Fi,Thriller",7.8
tt0120601,Being John Malkovich,1999,113,"Comedy,Drama,Fantasy",7.8
tt0132477,October Sky,1999,108,"Biography,Drama,Family",7.8
tt0140352,The Insider,1999,157,"Biography,Drama,Thriller",7.8
tt0162222,Cast Away,2000,143,"Adventure,Drama,Romance",7.8
tt0185125,All About My Mother,1999,101,Drama,7.8
tt0210945,Remember the Titans,2000,113,"Biography,Drama,Sport",7.8
tt0318462,The Motorcycle Diaries,2004,126,"Adventure,Biography,Drama",7.8
tt0325710,The Last Samurai,2003,154,"Action,Drama",7.8
tt0332280,The Notebook,2004,123,"Drama,Romance",7.8
tt0358273,Walk the Line,2005,136,"Biography,Drama,Music",7.8
tt0375679,Crash,2004,112,"Crime,Drama,Thriller",7.8
tt0379786,Serenity,2005,119,"Action,Adventure,Sci-Fi",7.8
tt0398286,Tangled,2010,100,"Adventure,Animation,Comedy",7.8
tt0414387,Pride & Prejudice,2005,129,"Drama,Romance",7.8
tt0421715,The Curious Case of Benjamin Button,2008,166,"Drama,Fantasy,Romance",7.8
tt0425112,Hot Fuzz,2007,121,"Action,Comedy,Mystery",7.8
tt0449059,Little Miss Sunshine,2006,101,"Comedy,Drama",7.8
tt0460791,The Fall,2006,117,"Adventure,Drama,Fantasy",7.8
tt0472043,Apocalypto,2006,139,"Action,Adventure,Drama",7.8
tt0485947,Mr. Nobody,2009,141,"Drama,Fantasy,Romance",7.8
tt0765429,American Gangster,2007,157,"Biography,Crime,Drama",7.8
tt0783233,Atonement,2007,123,"Drama,Mystery,Romance",7.8
tt0824747,Changeling,2008,141,"Biography,Crime,Drama",7.8
tt0903624,The Hobbit: An Unexpected Journey,2012,169,"Adventure,Fantasy",7.8
tt0907657,Once,2007,86,"Drama,Music,Romance",7.8
tt0914798,The Boy in the Striped Pajamas,2008,94,"Drama,History,War",7.8
tt0936501,Taken,2008,90,"Action,Crime,Thriller",7.8
tt1070874,The Trial of the Chicago 7,2020,129,"Drama,History,Thriller",7.8
tt1074638,Skyfall,2012,143,"Action,Adventure,Thriller",7.8
tt1132620,The Girl with the Dragon Tattoo,2009,152,"Crime,Drama,Mystery",7.8
tt1149362,The White Ribbon,2009,144,"Drama,History,Mystery",7.8
tt1170358,The Hobbit: The Desolation of Smaug,2013,161,"Adventure,Fantasy",7.8
tt1182345,Moon,2009,97,"Drama,Mystery,Sci-Fi",7.8
tt1190539,The Chaser,2008,125,"Action,Crime,Drama",7.8
tt1235166,A Prophet,2009,155,"Crime,Drama",7.8
tt1285016,The Social Network,2010,120,"Biography,Drama",7.8
tt1302006,The Irishman,2019,209,"Biography,Crime,Drama",7.8
tt1398426,Straight Outta Compton,2015,147,"Biography,Drama,History",7.8
tt1535109,Captain Phillips,2013,134,"Action,Biography,Crime",7.8
tt1568346,The Girl with the Dragon Tattoo,2011,158,"Crime,Drama,Mystery",7.8
tt1588170,I Saw the Devil,2010,144,"Action,Crime,Drama",7.8
tt1596363,The Big Short,2015,130,"Biography,Comedy,Drama",7.8
tt1646971,How to Train Your Dragon 2,2014,102,"Action,Adventure,Animation",7.8
tt1748122,Moonrise Kingdom,2012,94,"Comedy,Drama,Romance",7.8
tt1843866,Captain America: The Winter Soldier,2014,136,"Action,Adventure,Sci-Fi",7.8
tt1924396,The Best Offer,2013,131,"Crime,Drama,Mystery",7.8
tt2013293,The Wind Rises,2013,126,"Animation,Biography,Drama",7.8
tt2194499,About Time,2013,123,"Comedy,Drama,Fantasy",7.8
tt2245084,Big Hero 6,2014,102,"Action,Adventure,Animation",7.8
tt3281548,Little Women,2019,135,"Drama,Romance",7.8
tt3460252,The Hateful Eight,2015,168,"Crime,Drama,Mystery",7.8
tt3498820,Captain America: Civil War,2016,147,"Action,Adventure,Sci-Fi",7.8
tt3553976,Captain Fantastic,2016,118,"Comedy,Drama",7.8
tt3748528,Rogue One: A Star Wars Story,2016,133,"Action,Adventure,Sci-Fi",7.8
tt4034228,Manchester by the Sea,2016,137,Drama,7.8
tt4302938,Kubo and the Two Strings,2016,101,"Action,Adventure,Animation",7.8
tt4468740,Paddington 2,2017,103,"Adventure,Comedy,Family",7.8
tt4698684,Hunt for the Wilderpeople,2016,101,"Adventure,Comedy,Drama",7.8
tt4846340,Hidden Figures,2016,127,"Biography,Drama,History",7.8
tt5013056,Dunkirk,2017,106,"Action,Drama,History",7.8
tt5104604,Isle of Dogs,2018,101,"Adventure,Animation,Comedy",7.8
tt8367814,The Gentlemen,2019,113,"Action,Comedy,Crime",7.8
tt0032455,Fantasia,1940,125,"Animation,Family,Fantasy",7.7
tt0043265,The African Queen,1951,105,"Adventure,Drama,Romance",7.7
tt0048545,Rebel Without a Cause,1955,111,Drama,7.7
tt0053472,Breathless,1960,90,"Crime,Drama",7.7
tt0054047,The Magnificent Seven,1960,128,"Action,Adventure,Western",7.7
tt0056869,The Birds,1963,119,"Drama,Horror,Mystery",7.7
tt0058150,Goldfinger,1964,110,"Action,Adventure,Thriller",7.7
tt0061578,The Dirty Dozen,1967,150,"Action,Adventure,War",7.7
tt0066999,Dirty Harry,1971,102,"Action,Crime,Thriller",7.7
tt0067116,The French Connection,1971,104,"Action,Crime,Drama",7.7
tt0068473,Deliverance,1972,109,"Adventure,Drama,Thriller",7.7
tt0070666,Serpico,1973,130,"Biography,Crime,Drama",7.7
tt0071230,Blazing Saddles,1974,93,"Comedy,Western",7.7
tt0077651,Halloween,1978,91,"Horror,Thriller",7.7
tt0080339,Airplane!,1980,88,Comedy,7.7
tt0083944,First Blood,1982,93,"Action,Adventure,Thriller",7.7
tt0084726,Star Trek II: The Wrath of Khan,1982,113,"Action,Adventure,Sci-Fi",7.7
tt0088939,The Color Purple,1985,154,Drama,7.7
tt0089218,The Goonies,1985,114,"Adventure,Comedy,Family",7.7
tt0090756,Blue Velvet,1986,120,"Crime,Drama,Mystery",7.7
tt0091605,The Name of the Rose,1986,130,"Drama,History,Mystery",7.7
tt0092965,Empire of the Sun,1987,153,"Drama,History,War",7.7
tt0093389,The Last Emperor,1987,163,"Biography,Drama,History",7.7
tt0096438,Who Framed Roger Rabbit,1988,104,"Adventure,Animation,Comedy",7.7
tt0098635,When Harry Met Sally...,1989,95,"Comedy,Drama,Romance",7.7
tt0099785,Home Alone,1990,103,"Comedy,Family",7.7
tt0100150,Miller's Crossing,1990,115,"Crime,Drama,Thriller",7.7
tt0101921,Fried Green Tomatoes,1991,130,Drama,7.7
tt0104257,A Few Good Men,1992,138,"Drama,Thriller",7.7
tt0104348,Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery",7.7
tt0104652,Porco Rosso,1992,94,"Adventure,Animation,Comedy",7.7
tt0104691,The Last of the Mohicans,1992,112,"Action,Adventure,Drama",7.7
tt0104797,Malcolm X,1992,202,"Biography,Drama,History",7.7
tt0107818,Philadelphia,1993,125,Drama,7.7
tt0109445,Clerks,1994,92,Comedy,7.7
tt0112384,Apollo 13,1995,140,"Adventure,Drama,History",7.7
tt0114388,Sense and Sensibility,1995,136,"Drama,Romance",7.7
tt0117381,Primal Fear,1996,129,"Crime,Drama,Mystery",7.7
tt0119008,Donnie Brasco,1997,127,"Biography,Crime,Drama",7.7
tt0119116,The Fifth Element,1997,126,"Action,Adventure,Sci-Fi",7.7
tt0119822,As Good as It Gets,1997,139,"Comedy,Drama,Romance",7.7
tt0125659,Open Your Eyes,1997,119,"Drama,Mystery,Sci-Fi",7.7
tt0139654,Training Day,2001,122,"Action,Crime,Drama",7.7
tt0144117,The Boondock Saints,1999,108,"Action,Thriller",7.7
tt0147612,Happiness,1998,134,"Comedy,Drama",7.7
tt0151804,Office Space,1999,89,Comedy,7.7
tt0181689,Minority Report,2002,145,"Action,Crime,Mystery",7.7
tt0190590,"O Brother, Where Art Thou?",2000,107,"Adventure,Comedy,Crime",7.7
tt0240772,Ocean's Eleven,2001,116,"Crime,Thriller",7.7
tt0243017,Waking Life,2001,99,"Animation,Drama,Fantasy",7.7
tt0245574,Y tu mamá también,2001,106,Drama,7.7
tt0245844,The Count of Monte Cristo,2002,131,"Action,Adventure,Drama",7.7
tt0249462,Billy Elliot,2000,110,"Drama,Music",7.7
tt0250258,The Experiment,2001,120,"Drama,Thriller",7.7
tt0257044,Road to Perdition,2002,117,"Crime,Drama,Thriller",7.7
tt0265086,Black Hawk Down,2001,144,"Action,Drama,History",7.7
tt0268126,Adaptation.,2002,115,"Comedy,Drama",7.7
tt0301357,Good Bye Lenin!,2003,121,"Comedy,Drama,Romance",7.7
tt0308644,Finding Neverland,2004,106,"Biography,Drama,Family",7.7
tt0315733,21 Grams,2003,124,"Crime,Drama,Thriller",7.7
tt0327597,Coraline,2009,100,"Animation,Drama,Family",7.7
tt0328107,Man on Fire,2004,146,"Action,Crime,Drama",7.7
tt0330373,Harry Potter and the Goblet of Fire,2005,157,"Adventure,Family,Fantasy",7.7
tt0335266,Lost in Translation,2003,102,"Comedy,Drama",7.7
tt0350258,Ray,2004,152,"Biography,Drama,Music",7.7
tt0361862,The Machinist,2004,101,"Drama,Thriller",7.7
tt0372183,The Bourne Supremacy,2004,108,"Action,Mystery,Thriller",7.7
tt0373074,Kung Fu Hustle,2004,99,"Action,Comedy,Fantasy",7.7
tt0381849,3:10 to Yuma,2007,122,"Action,Crime,Drama",7.7
tt0388795,Brokeback Mountain,2005,134,"Drama,Romance",7.7
tt0389557,Black Book,2006,145,"Drama,Thriller,War",7.7
tt0409459,Watchmen,2009,162,"Action,Drama,Mystery",7.7
tt0421082,Control,2007,122,"Biography,Drama,Music",7.7
tt0425210,Lucky Number Slevin,2006,110,"Crime,Drama,Thriller",7.7
tt0443706,Zodiac,2007,157,"Crime,Drama,Mystery",7.7
tt0455590,The Last King of Scotland,2006,123,"Biography,Drama,History",7.7
tt0470752,Ex Machina,2014,108,"Drama,Sci-Fi,Thriller",7.7
tt0480025,This Is England,2006,101,"Crime,Drama",7.7
tt0808506,The Girl Who Leapt Through Time,2006,98,"Adventure,Animation,Comedy",7.7
tt0817177,Flipped,2010,90,"Comedy,Drama,Romance",7.7
tt0851578,Paprika,2006,90,"Animation,Drama,Fantasy",7.7
tt0870111,Frost/Nixon,2008,122,"Biography,Drama,History",7.7
tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure,Family,Fantasy",7.7
tt1022603,500 Days of Summer,2009,95,"Comedy,Drama,Romance",7.7
tt1024648,Argo,2012,120,"Biography,Drama,Thriller",7.7
tt10288566,Another Round,2020,117,"Comedy,Drama",7.7
tt1045658,Silver Linings Playbook,2012,122,"Comedy,Drama,Romance",7.7
tt1119646,The Hangover,2009,100,Comedy,7.7
tt1270798,X-Men: First Class,2011,131,"Action,Adventure,Sci-Fi",7.7
tt1365050,Beasts of No Nation,2015,137,"Drama,War",7.7
tt1408101,Star Trek Into Darkness,2013,132,"Action,Adventure,Sci-Fi",7.7
tt1454468,Gravity,2013,91,"Action,Drama,Sci-Fi",7.7
tt1490017,The Lego Movie,2014,100,"Action,Adventure,Animation",7.7
tt1527788,The Man from Nowhere,2010,119,"Action,Crime,Drama",7.7
tt1605783,Midnight in Paris,2011,94,"Comedy,Fantasy,Romance",7.7
tt1683526,Detachment,2011,98,Drama,7.7
tt1754656,The Little Prince,2015,108,"Adventure,Animation,Drama",7.7
tt1772341,Wreck-It Ralph,2012,101,"Adventure,Animation,Comedy",7.7
tt1821549,Nebraska,2013,115,"Adventure,Comedy,Drama",7.7
tt1979376,Toy Story 4,2019,100,"Adventure,Animation,Comedy",7.7
tt2278871,Blue Is the Warmest Colour,2013,180,"Drama,Romance",7.7
tt2358891,The Great Beauty,2013,141,Drama,7.7
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy,Drama",7.7
tt2582496,Me and Earl and the Dying Girl,2015,105,"Comedy,Drama",7.7
tt2582846,The Fault in Our Stars,2014,126,"Drama,Romance",7.7
tt2802144,Kingsman: The Secret Service,2014,129,"Action,Adventure,Comedy",7.7
tt2980516,The Theory of Everything,2014,123,"Biography,Drama,Romance",7.7
tt3397884,Sicario,2015,121,"Action,Crime,Drama",7.7
tt3416742,What We Do in the Shadows,2014,86,"Comedy,Horror",7.7
tt4901306,Perfect Strangers,2016,96,"Comedy,Drama",7.7
tt4912910,Mission: Impossible - Fallout,2018,147,"Action,Adventure,Thriller",7.7
tt5052448,Get Out,2017,104,"Horror,Mystery,Thriller",7.7
tt5362988,Wind River,2017,107,"Crime,Drama,Mystery",7.7
tt5363618,Sound of Metal,2019,120,"Drama,Music",7.7
tt5463162,Deadpool 2,2018,119,"Action,Adventure,Comedy",7.7
tt6155172,Roma,2018,135,Drama,7.7
tt7979580,The Mitchells vs the Machines,2021,113,"Adventure,Animation,Comedy",7.7
tt0047437,Sabrina,1954,113,"Comedy,Drama,Romance",7.6
tt0054698,Breakfast at Tiffany's,1961,115,"Comedy,Drama,Romance",7.6
tt0055614,West Side Story,1961,153,"Crime,Drama,Musical",7.6
tt0056193,Lolita,1962,153,"Crime,Drama,Romance",7.6
tt0070034,Enter the Dragon,1973,102,"Action,Crime,Drama",7.6
tt0075860,Close Encounters of the Third Kind,1977,138,"Drama,Sci-Fi",7.6
tt0079116,Escape from Alcatraz,1979,112,"Action,Biography,Crime",7.6
tt0080120,The Warriors,1979,93,"Action,Crime,Thriller",7.6
tt0082694,The Road Warrior,1981,96,"Action,Adventure,Sci-Fi",7.6
tt0086979,Blood Simple,1984,99,"Crime,Drama,Thriller",7.6
tt0088680,After Hours,1985,97,"Comedy,Crime,Drama",7.6
tt0091064,The Fly,1986,96,"Drama,Horror,Sci-Fi",7.6
tt0093409,Lethal Weapon,1987,109,"Action,Crime,Thriller",7.6
tt0093748,"Planes, Trains & Automobiles",1987,93,"Comedy,Drama",7.6
tt0093870,RoboCop,1987,102,"Action,Crime,Sci-Fi",7.6
tt0094947,Dangerous Liaisons,1988,119,"Drama,Romance",7.6
tt0095705,The Naked Gun: From the Files of Police Squad!,1988,85,"Comedy,Crime",7.6
tt0097958,National Lampoon's Christmas Vacation,1989,97,Comedy,7.6
tt0099674,The Godfather: Part III,1990,162,"Crime,Drama",7.6
tt0099810,The Hunt for Red October,1990,135,"Action,Adventure,Thriller",7.6
tt0101410,Barton Fink,1991,116,"Comedy,Drama,Thriller",7.6
tt0101700,Delicatessen,1991,99,"Comedy,Crime",7.6
tt0104952,My Cousin Vinny,1992,120,"Comedy,Crime",7.6
tt0106677,Dazed and Confused,1993,103,Comedy,7.6
tt0106856,Falling Down,1993,113,"Action,Crime,Drama",7.6
tt0111507,Three Colors: White,1994,92,"Comedy,Drama,Romance",7.6
tt0112579,The Bridges of Madison County,1995,135,"Drama,Romance",7.6
tt0112864,Die Hard with a Vengeance,1995,128,"Action,Adventure,Thriller",7.6
tt0116922,Lost Highway,1997,134,"Mystery,Thriller",7.6
tt0117665,Sleepers,1996,147,"Crime,Drama,Thriller",7.6
tt0117731,Star Trek: First Contact,1996,111,"Action,Adventure,Drama",7.6
tt0118929,Dark City,1998,100,"Fantasy,Mystery,Sci-Fi",7.6
tt0120762,Mulan,1998,88,"Adventure,Animation,Comedy",7.6
tt0120863,The Thin Red Line,1998,170,"Drama,History,War",7.6
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,140,"Action,Adventure,Fantasy",7.6
tt0128445,Rushmore,1998,93,"Comedy,Drama,Romance",7.6
tt0144084,American Psycho,2000,102,"Crime,Drama,Horror",7.6
tt0174856,The Hurricane,1999,146,"Biography,Drama,Sport",7.6
tt0203009,Moulin Rouge!,2001,127,"Drama,Musical,Romance",7.6
tt0215750,Enemy at the Gates,2001,131,"Action,Drama,War",7.6
tt0230600,The Others,2001,101,"Horror,Mystery,Thriller",7.6
tt0241527,Harry Potter and the Sorcerer's Stone,2001,152,"Adventure,Family,Fantasy",7.6
tt0265666,The Royal Tenenbaums,2001,110,"Comedy,Drama",7.6
tt0266308,Battle Royale,2000,114,"Action,Adventure,Drama",7.6
tt0277027,I Am Sam,2001,132,Drama,7.6
tt0289879,The Butterfly Effect,2004,113,"Drama,Sci-Fi,Thriller",7.6
tt0307901,25th Hour,2002,135,Drama,7.6
tt0314331,Love Actually,2003,135,"Comedy,Drama,Romance",7.6
tt0340377,The Station Agent,2003,89,"Comedy,Drama",7.6
tt0344510,A Very Long Engagement,2004,133,"Drama,Mystery,Romance",7.6
tt0370986,Mysterious Skin,2004,105,Drama,7.6
tt0387564,Saw,2004,103,"Horror,Mystery,Thriller",7.6
tt0399295,Lord of War,2005,122,"Crime,Drama",7.6
tt0416320,Match Point,2005,124,"Drama,Romance,Thriller",7.6
tt0416449,300,2006,117,"Action,Drama",7.6
tt0417741,Harry Potter and the Half-Blood Prince,2009,153,"Action,Adventure,Family",7.6
tt0419887,The Kite Runner,2007,128,Drama,7.6
tt0420223,Stranger Than Fiction,2006,113,"Comedy,Drama,Fantasy",7.6
tt0427944,Thank You for Smoking,2005,92,"Comedy,Drama",7.6
tt0441773,Kung Fu Panda,2008,92,"Action,Adventure,Animation",7.6
tt0441909,Volver,2006,121,"Comedy,Drama",7.6
tt0443543,The Illusionist,2006,110,"Drama,Fantasy,Mystery",7.6
tt0446029,Scott Pilgrim vs. the World,2010,112,"Action,Comedy,Fantasy",7.6
tt0446059,Fearless,2006,104,"Action,Biography,Drama",7.6
tt0450188,La Vie en Rose,2007,140,"Biography,Drama,Music",7.6
tt0452623,Gone Baby Gone,2007,114,"Crime,Drama,Mystery",7.6
tt0454848,Inside Man,2006,129,"Crime,Drama,Mystery",7.6
tt0463998,Freedom Writers,2007,123,"Biography,Crime,Drama",7.6
tt0475276,United 93,2006,111,"Action,Drama,History",7.6
tt0486655,Stardust,2007,127,"Adventure,Family,Fantasy",7.6
tt0765443,Eastern Promises,2007,100,"Crime,Drama,Thriller",7.6
tt0814314,Seven Pounds,2008,123,Drama,7.6
tt0829482,Superbad,2007,113,Comedy,7.6
tt0876563,Ponyo,2008,101,"Adventure,Animation,Comedy",7.6
tt0878804,The Blind Side,2009,129,"Biography,Drama,Sport",7.6
tt0887912,The Hurt Locker,2008,131,"Drama,Thriller,War",7.6
tt0976051,The Reader,2008,124,"Drama,Romance",7.6
tt0988045,Sherlock Holmes,2009,128,"Action,Adventure,Mystery",7.6
tt1013753,Milk,2008,128,"Biography,Crime,Drama",7.6
tt1063669,The Wave,2008,107,"Drama,Thriller",7.6
tt1156398,Zombieland,2009,88,"Action,Comedy,Horror",7.6
tt1189073,The Skin I Live In,2011,120,"Drama,Horror,Thriller",7.6
tt1210166,Moneyball,2011,133,"Biography,Drama,Sport",7.6
tt1242422,Celda 211,2009,113,"Action,Crime,Drama",7.6
tt1250777,Kick-Ass,2010,117,"Action,Comedy,Crime",7.6
tt1306980,50/50,2011,100,"Comedy,Drama,Romance",7.6
tt1318514,Rise of the Planet of the Apes,2011,105,"Action,Drama,Sci-Fi",7.6
tt1323594,Despicable Me,2010,95,"Adventure,Animation,Comedy",7.6
tt1403865,True Grit,2010,110,"Drama,Western",7.6
tt1485796,The Greatest Showman,2017,105,"Biography,Drama,Musical",7.6
tt1517451,A Star Is Born,2018,136,"Drama,Music,Romance",7.6
tt1542344,127 Hours,2010,94,"Biography,Drama",7.6
tt1568921,The Secret World of Arrietty,2010,94,"Adventure,Animation,Drama",7.6
tt1649419,The Impossible,2012,114,"Adventure,Drama,History",7.6
tt1707386,Les Misérables,2012,158,"Drama,Musical,Romance",7.6
tt1855199,End of Watch,2012,109,"Action,Adventure,Crime",7.6
tt1899353,The Raid: Redemption,2011,101,"Action,Crime,Thriller",7.6
tt2103281,Dawn of the Planet of the Apes,2014,130,"Action,Adventure,Drama",7.6
tt2431286,Philomena,2013,98,"Biography,Comedy,Drama",7.6
tt2582782,Hell or High Water,2016,102,"Action,Crime,Drama",7.6
tt2713180,Fury,2014,134,"Action,Drama,War",7.6
tt3076658,Creed,2015,133,"Action,Drama,Sport",7.6
tt3521164,Moana,2016,107,"Adventure,Animation,Comedy",7.6
tt3606756,Incredibles 2,2018,118,"Action,Adventure,Animation",7.6
tt3682448,Bridge of Spies,2015,142,"Drama,History,Thriller",7.6
tt3829920,Only the Brave,2017,134,"Action,Biography,Drama",7.6
tt3890160,Baby Driver,2017,113,"Action,Crime,Drama",7.6
tt3896198,Guardians of the Galaxy Vol. 2,2017,136,"Action,Adventure,Comedy",7.6
tt4364194,The Peanut Butter Falcon,2019,97,"Adventure,Comedy,Drama",7.6
tt4481414,Gifted,2017,101,Drama,7.6
tt4916630,Just Mercy,2019,137,"Biography,Crime,Drama",7.6
tt5164432,"Love, Simon",2018,110,"Comedy,Drama,Romance",7.6
tt5649144,The Florida Project,2017,111,Drama,7.6
tt5700672,Train to Busan,2016,118,"Action,Horror,Thriller",7.6
tt7131622,Once Upon a Time... In Hollywood,2019,161,"Comedy,Drama",7.6
tt7668870,Searching,2018,102,"Drama,Mystery,Thriller",7.6
tt8404614,The Two Popes,2019,125,"Biography,Comedy,Drama",7.6
tt9071322,Dark Waters,2019,126,"Biography,Drama,History",7.6
tt0032910,Pinocchio,1940,88,"Adventure,Animation,Comedy",7.5
tt0060176,Blow-Up,1966,111,"Drama,Mystery,Thriller",7.5
tt0070917,The Wicker Man,1973,88,"Horror,Mystery,Thriller",7.5
tt0075005,The Omen,1976,111,"Horror,Mystery",7.5
tt0077928,Midnight Express,1978,121,"Biography,Crime,Drama",7.5
tt0082010,An American Werewolf in London,1981,97,"Comedy,Horror",7.5
tt0085959,The Meaning of Life,1983,107,"Comedy,Musical",7.5
tt0086465,Trading Places,1983,116,Comedy,7.5
tt0087469,Indiana Jones and the Temple of Doom,1984,118,"Action,Adventure",7.5
tt0087800,A Nightmare on Elm Street,1984,91,Horror,7.5
tt0094721,Beetlejuice,1988,92,"Comedy,Fantasy",7.5
tt0095159,A Fish Called Wanda,1988,108,"Comedy,Crime",7.5
tt0095631,Midnight Run,1988,126,"Action,Comedy,Crime",7.5
tt0096754,The Abyss,1989,140,"Adventure,Drama,Mystery",7.5
tt0096895,Batman,1989,126,"Action,Adventure",7.5
tt0097351,Field of Dreams,1989,107,"Drama,Family,Fantasy",7.5
tt0099088,Back to the Future Part III,1990,118,"Adventure,Comedy,Sci-Fi",7.5
tt0100802,Total Recall,1990,113,"Action,Adventure,Sci-Fi",7.5
tt0101889,The Fisher King,1991,137,"Comedy,Drama,Fantasy",7.5
tt0103074,Thelma & Louise,1991,130,"Adventure,Crime,Drama",7.5
tt0103873,Dead Alive,1992,104,"Comedy,Fantasy,Horror",7.5
